Product_ID,Wafer_ID,Lot_ID,Factory,Line,Shift,Process_Mode,Product_Type,Material_Supplier,Chamber_ID,Temperature,Chamber_Pressure,Gas_Flow,Etch_Rate,Chamber_Humidity,Particle_Count,Thickness_Uniformity,Voltage_Stability,Cycle_Time,Defect
CHIP-00432,WAFER-00432,LOT-016,B,L3,Night,Normal,Standard,S1,CH-01,498.5,2.618,118.56,1.645,31.28,15.5,0.9361,0.9707,31.06,0
CHIP-00433,WAFER-00433,LOT-019,A,L1,Day,Normal,Premium,S1,CH-03,496.21,2.442,115.28,1.669,40.09,16.4,0.9829,0.9838,30.83,0
CHIP-00434,WAFER-00434,LOT-002,B,L1,Day,Normal,Premium,S2,CH-03,486.19,1.527,120.01,1.404,46.7,22.5,0.9606,0.9911,31.07,0
CHIP-00435,WAFER-00435,LOT-005,A,L1,Night,Normal,Advanced,S1,CH-03,482.2,2.475,117.26,1.611,38.64,14.0,0.8913,0.9698,32.55,0
CHIP-00436,WAFER-00436,LOT-018,C,L3,Night,Normal,Advanced,S3,CH-01,484.94,2.1,121.88,1.575,40.16,17.2,0.8971,0.9532,31.43,0
CHIP-00437,WAFER-00437,LOT-022,A,L2,Night,High_Speed,Standard,S3,CH-03,454.06,2.78,127.78,1.488,40.41,15.2,0.9719,0.9827,32.84,0
CHIP-00438,WAFER-00438,LOT-020,C,L2,Night,High_Speed,Premium,S3,CH-04,481.47,2.344,123.66,1.496,41.57,17.0,0.9217,0.9671,32.57,0
CHIP-00439,WAFER-00439,LOT-004,B,L2,Day,Normal,Standard,S3,CH-04,473.39,2.543,119.85,1.403,38.7,24.4,0.9287,,32.78,0
CHIP-00440,WAFER-00440,LOT-018,A,L3,Night,Normal,Advanced,S2,CH-02,471.91,2.59,122.39,1.626,36.95,26.9,0.9235,0.9547,34.31,0
CHIP-00441,WAFER-00441,LOT-023,A,L1,Night,Normal,Standard,S2,CH-04,475.97,2.236,116.38,1.651,38.28,25.8,0.9181,0.9581,25.26,1
CHIP-00442,WAFER-00442,LOT-011,C,L1,Day,Normal,Premium,S2,CH-04,468.05,2.757,120.78,1.603,37.65,23.9,,0.9454,31.04,1
CHIP-00443,WAFER-00443,LOT-012,B,L2,Day,Normal,Standard,S1,CH-01,501.84,2.738,128.55,1.571,42.35,13.2,0.9162,0.9757,31.37,0
CHIP-00444,WAFER-00444,LOT-015,C,L3,Night,Normal,Advanced,S2,CH-04,489.3,,119.53,1.468,33.83,11.6,0.9109,0.9627,27.85,0
CHIP-00445,WAFER-00445,LOT-033,C,L3,Night,Normal,Standard,S2,CH-04,458.2,2.536,131.71,1.534,39.03,24.0,0.9331,0.9645,26.83,0
CHIP-00446,WAFER-00446,LOT-004,A,L3,Day,Normal,Standard,S1,CH-04,483.23,2.093,114.45,1.587,34.13,24.5,0.892,0.9676,31.4,1
CHIP-00447,WAFER-00447,LOT-024,B,L3,Night,High_Speed,Advanced,S1,CH-02,486.08,2.414,117.22,1.673,36.85,24.3,0.9573,0.965,31.08,0
CHIP-00448,WAFER-00448,LOT-036,B,L1,Day,Normal,Advanced,S1,CH-04,503.69,2.541,119.47,1.553,36.5,12.7,0.9358,0.9729,33.19,0
CHIP-00449,WAFER-00449,LOT-028,C,L3,Day,Normal,Premium,S1,CH-02,501.83,2.471,122.16,1.522,39.29,18.0,0.9043,0.9704,31.77,0
CHIP-00450,WAFER-00450,LOT-008,B,L3,Night,Normal,Standard,S1,CH-01,488.56,2.23,111.42,1.594,41.21,22.6,0.9491,0.9545,24.71,0
CHIP-00451,WAFER-00451,LOT-023,C,L1,Day,High_Speed,Standard,S3,CH-01,481.72,2.432,118.09,1.631,47.3,18.4,0.9629,0.9798,29.79,0
CHIP-00452,WAFER-00452,LOT-004,B,L2,Day,High_Speed,Advanced,S1,CH-04,476.96,2.458,113.59,1.733,43.12,13.1,0.9474,0.9642,27.88,0
CHIP-00453,WAFER-00453,LOT-037,C,L1,Night,Normal,Advanced,S1,CH-01,480.49,2.486,113.31,1.618,40.25,24.5,0.9779,0.9929,29.5,0
CHIP-00454,WAFER-00454,LOT-014,A,L3,Day,Normal,Advanced,S1,CH-02,476.04,2.069,112.04,1.635,34.63,21.4,0.9406,0.9743,31.82,0
CHIP-00455,WAFER-00455,LOT-034,B,L1,Night,Normal,Standard,S1,CH-01,472.94,2.335,126.58,1.732,34.56,20.5,0.9268,0.9702,29.76,0
CHIP-00456,WAFER-00456,LOT-039,A,L1,Night,Normal,Advanced,S2,CH-01,492.59,2.326,122.98,1.523,37.49,30.7,0.9355,0.9705,31.84,0
CHIP-00457,WAFER-00457,LOT-001,C,L3,Night,Normal,Premium,S1,CH-02,498.65,2.388,130.12,1.531,33.68,27.2,0.9338,0.968,27.33,0
CHIP-00458,WAFER-00458,LOT-033,A,L2,Night,Normal,Standard,S1,CH-04,457.68,2.465,104.86,1.567,32.47,20.3,0.9621,0.9631,32.12,0
CHIP-00459,WAFER-00459,LOT-003,C,L1,Night,Normal,Advanced,S2,CH-03,481.04,2.471,115.24,1.63,41.1,23.0,0.9295,0.9676,30.13,0
CHIP-00460,WAFER-00460,LOT-001,A,L1,Night,Normal,Standard,S2,CH-03,458.99,2.448,115.42,1.397,40.92,23.1,0.9636,,34.93,0
CHIP-00461,WAFER-00461,LOT-039,A,L3,Night,High_Speed,Standard,S1,CH-01,474.98,2.54,116.82,1.451,35.39,25.1,0.9227,0.962,27.78,0
CHIP-00462,WAFER-00462,LOT-016,A,L3,Day,Normal,Standard,S3,CH-03,487.49,2.731,118.58,1.606,35.51,15.8,0.927,0.9639,32.03,0
CHIP-00463,WAFER-00463,LOT-001,C,L3,Night,Normal,Premium,S1,CH-04,455.5,2.572,118.51,1.532,44.1,13.2,0.9312,0.9737,22.65,0
CHIP-00464,WAFER-00464,LOT-001,A,L1,Day,High_Speed,Advanced,S1,CH-01,495.9,2.595,122.35,1.532,39.95,17.1,0.9012,0.9502,26.14,0
CHIP-00465,WAFER-00465,LOT-025,C,L3,Day,Normal,Advanced,S1,CH-02,512.93,2.277,134.35,1.522,35.44,22.2,0.8998,0.9528,27.45,0
CHIP-00466,WAFER-00466,LOT-030,C,L3,Day,Normal,Premium,S1,CH-02,484.74,2.802,114.49,1.59,35.12,21.8,0.982,0.987,26.11,0
CHIP-00467,WAFER-00467,LOT-028,C,L2,Day,High_Speed,Premium,S2,CH-01,486.95,2.421,110.63,1.572,40.53,16.1,0.9385,0.977,29.86,0
CHIP-00468,WAFER-00468,LOT-009,B,L1,Day,Normal,Advanced,S1,CH-04,472.0,2.677,113.18,1.494,43.49,12.5,0.9201,0.9541,33.42,0
CHIP-00469,WAFER-00469,LOT-027,B,L1,Day,High_Speed,Advanced,S2,CH-03,481.82,2.238,115.73,1.653,40.37,17.1,0.9541,0.9661,34.37,0
CHIP-00470,WAFER-00470,LOT-022,B,L1,Day,Normal,Standard,S1,CH-01,495.15,2.429,121.22,1.434,34.85,10.9,0.9231,0.9655,26.17,0
CHIP-00471,WAFER-00471,LOT-035,A,L2,Night,High_Speed,Standard,S1,CH-01,468.97,2.373,125.9,1.453,40.2,25.1,0.9437,0.9753,27.59,0
CHIP-00472,WAFER-00472,LOT-026,B,L2,Night,Normal,Standard,S2,CH-01,484.5,2.758,119.39,1.487,43.51,18.0,0.9627,0.956,25.38,0
CHIP-00473,WAFER-00473,LOT-002,C,L2,Night,High_Speed,Advanced,S1,CH-02,496.15,2.511,126.54,1.827,33.15,17.4,0.9445,0.97,23.77,0
CHIP-00474,WAFER-00474,LOT-037,A,L2,Day,Normal,Advanced,S3,CH-02,480.36,2.728,119.97,1.446,41.47,24.9,0.9225,0.9798,30.96,0
CHIP-00475,WAFER-00475,LOT-009,A,L2,Day,Normal,Standard,S3,CH-02,472.71,2.679,118.68,1.468,36.38,22.3,0.9045,0.9654,29.04,1
CHIP-00476,WAFER-00476,LOT-031,B,L2,Day,Normal,Advanced,S2,CH-04,481.98,2.249,112.75,1.587,43.16,17.1,0.9779,0.9798,34.36,0
CHIP-00477,WAFER-00477,LOT-031,C,L2,Night,Normal,Standard,S1,CH-02,487.22,2.658,126.91,1.621,35.56,20.6,0.9378,0.98,26.0,0
CHIP-00478,WAFER-00478,LOT-011,A,L1,Day,Normal,Standard,S3,CH-03,490.72,2.398,138.8,1.607,24.68,18.0,0.9648,0.9618,30.84,0
CHIP-00479,WAFER-00479,LOT-008,C,L1,Day,Normal,Advanced,S2,CH-02,472.63,2.231,118.05,1.511,40.63,21.5,0.9226,0.9718,31.56,0
CHIP-00480,WAFER-00480,LOT-016,A,L2,Day,Normal,Standard,S1,CH-02,506.17,,131.48,1.768,39.61,14.5,0.9274,0.9694,29.98,0
CHIP-00481,WAFER-00481,LOT-022,B,L2,Night,Normal,Standard,S1,CH-01,504.19,2.681,128.26,1.563,37.65,26.9,0.9575,,31.52,0
CHIP-00482,WAFER-00482,LOT-021,C,L2,Day,Normal,Standard,S2,CH-02,470.04,2.734,139.29,1.634,33.24,25.9,0.9185,0.9642,29.78,1
CHIP-00483,WAFER-00483,LOT-008,B,L2,Day,Normal,Advanced,S1,CH-02,473.99,2.897,129.57,1.436,44.87,19.7,0.95,0.9548,39.35,0
CHIP-00484,WAFER-00484,LOT-033,B,L1,Day,High_Speed,Advanced,S2,CH-02,498.37,2.441,118.44,1.547,30.04,19.3,0.9501,0.9575,26.15,0
CHIP-00485,WAFER-00485,LOT-021,C,L1,Day,High_Speed,Advanced,S3,CH-03,468.6,2.7,124.04,1.535,36.93,21.2,0.9202,0.9896,32.44,1
CHIP-00486,WAFER-00486,LOT-015,A,L2,Night,Normal,Standard,S1,CH-04,496.14,2.222,117.71,1.471,35.12,26.0,0.9065,0.9574,36.01,1
CHIP-00487,WAFER-00487,LOT-033,A,L2,Day,High_Speed,Standard,S2,CH-03,481.45,2.488,124.34,1.402,30.98,15.1,0.9173,0.9633,30.2,0
CHIP-00488,WAFER-00488,LOT-007,C,L3,Day,High_Speed,Standard,S2,CH-01,492.31,2.785,119.32,1.497,35.43,22.3,0.9252,0.9965,26.86,0
CHIP-00489,WAFER-00489,LOT-013,B,L1,Day,Normal,Standard,S2,CH-01,477.34,2.232,107.68,1.595,47.37,20.9,0.9334,0.9701,34.39,0
CHIP-00490,WAFER-00490,LOT-015,C,L3,Day,Normal,Advanced,S2,CH-01,466.29,2.613,116.07,1.479,33.44,18.5,0.9313,0.9609,33.96,0
CHIP-00491,WAFER-00491,LOT-028,C,L2,Day,Normal,Advanced,S3,CH-04,479.08,2.454,117.94,1.348,34.06,19.1,0.9152,0.9666,31.49,0
CHIP-00492,WAFER-00492,LOT-035,B,L2,Night,Normal,Premium,S1,CH-02,484.66,2.51,134.28,1.508,37.04,20.6,0.9752,0.9659,28.33,0
CHIP-00493,WAFER-00493,LOT-025,B,L2,Night,High_Speed,Premium,S1,CH-01,485.67,2.572,126.8,1.511,45.36,19.8,0.9472,0.9646,30.74,0
CHIP-00494,WAFER-00494,LOT-005,B,L2,Day,Normal,Standard,S2,CH-03,479.9,,107.14,1.696,43.01,16.3,0.9726,0.9689,36.66,0
CHIP-00495,WAFER-00495,LOT-011,A,L2,Night,Normal,Standard,S2,CH-04,484.61,2.857,114.96,1.498,44.24,19.0,0.9052,0.9683,29.89,0
CHIP-00496,WAFER-00496,LOT-005,B,L1,Night,Normal,Premium,S1,CH-02,461.42,2.407,124.35,1.495,30.47,14.9,0.9303,0.9543,26.95,0
CHIP-00497,WAFER-00497,LOT-040,C,L1,Night,Normal,Advanced,S2,CH-01,479.75,2.697,125.44,1.589,30.82,19.4,0.9468,0.9736,29.62,0
CHIP-00498,WAFER-00498,LOT-004,C,L1,Day,High_Speed,Advanced,S3,CH-02,459.44,2.52,126.44,1.573,38.93,21.6,0.9325,0.9558,30.76,0
CHIP-00499,WAFER-00499,LOT-029,C,L3,Night,High_Speed,Premium,S2,CH-02,494.77,2.505,134.16,1.652,30.92,22.4,0.9635,0.9627,31.45,0
CHIP-00500,WAFER-00500,LOT-029,C,L3,Night,High_Speed,Advanced,S1,CH-04,479.83,2.344,108.65,1.532,37.6,16.7,0.9639,0.9782,32.81,0
CHIP-00501,WAFER-00501,LOT-012,A,L2,Day,Normal,Standard,S2,CH-03,478.89,2.147,127.25,1.374,42.43,14.8,0.9611,0.9806,31.94,0
CHIP-00502,WAFER-00502,LOT-016,B,L2,Day,Normal,Standard,S1,CH-03,482.1,2.603,119.46,1.381,47.58,21.4,0.9453,,31.11,0
CHIP-00503,WAFER-00503,LOT-025,A,L1,Day,High_Speed,Standard,S2,CH-03,495.24,2.862,123.0,1.452,25.69,18.1,0.9639,0.976,25.92,0
CHIP-00504,WAFER-00504,LOT-035,B,L3,Day,Normal,Standard,S1,CH-02,484.66,2.51,134.28,1.508,37.04,20.6,0.9752,0.9659,28.33,0
CHIP-00505,WAFER-00505,LOT-002,C,L1,Day,High_Speed,Standard,S1,CH-04,472.98,2.431,119.01,1.595,37.35,22.4,0.9531,0.976,27.92,0
CHIP-00506,WAFER-00506,LOT-026,C,L1,Night,Normal,Premium,S2,CH-04,477.89,2.781,118.88,1.602,44.41,13.2,0.9308,0.9511,34.02,0
CHIP-00507,WAFER-00507,LOT-007,C,L3,Day,Normal,Advanced,S2,CH-01,492.31,2.785,119.32,1.497,35.43,22.3,0.9252,0.9965,26.86,0
CHIP-00508,WAFER-00508,LOT-009,B,L1,Day,Normal,Standard,S1,CH-03,477.59,2.55,108.75,1.579,25.33,20.8,0.9071,0.9584,27.96,0
CHIP-00509,WAFER-00509,LOT-034,B,L3,Day,High_Speed,Standard,S1,CH-02,502.22,,127.28,1.555,49.52,25.5,0.9499,,33.87,0
CHIP-00510,WAFER-00510,LOT-001,A,L3,Night,Normal,Premium,S1,CH-02,506.14,2.498,115.35,1.577,42.64,24.4,0.9155,0.9678,32.03,0
CHIP-00511,WAFER-00511,LOT-039,B,L3,Day,High_Speed,Standard,S2,CH-03,475.49,2.723,116.41,1.602,34.43,21.9,0.9687,0.9797,32.13,0
CHIP-00512,WAFER-00512,LOT-022,A,L2,Night,Normal,Standard,S1,CH-04,486.66,2.598,122.01,1.532,37.81,19.1,0.9248,0.9684,31.32,0
CHIP-00513,WAFER-00513,LOT-028,C,L2,Day,Normal,Premium,S2,CH-02,473.6,2.489,126.42,1.615,39.91,13.8,0.9612,0.9885,26.9,1
CHIP-00514,WAFER-00514,LOT-038,B,L2,Day,High_Speed,Standard,S1,CH-01,469.98,2.232,119.69,1.637,45.88,31.3,,0.9688,29.65,0
CHIP-00515,WAFER-00515,LOT-016,C,L3,Day,Normal,Standard,S1,CH-01,475.13,2.331,118.04,1.565,31.3,8.5,0.9447,0.9904,29.13,0
CHIP-00516,WAFER-00516,LOT-033,C,L3,Day,Normal,Standard,S1,CH-04,469.36,2.685,110.64,1.517,40.7,21.3,0.974,0.9801,33.89,0
CHIP-00517,WAFER-00517,LOT-037,A,L3,Day,Normal,Premium,S1,CH-04,470.91,2.516,118.84,1.373,44.36,18.8,0.9167,0.972,40.07,1
CHIP-00518,WAFER-00518,LOT-029,B,L3,Day,High_Speed,Advanced,S2,CH-01,484.42,2.213,109.59,1.553,34.53,12.4,,0.9609,28.02,0
CHIP-00519,WAFER-00519,LOT-030,C,L3,Day,Normal,Advanced,S3,CH-01,510.94,2.699,120.85,1.572,36.82,18.6,0.9454,0.9673,26.89,0
CHIP-00520,WAFER-00520,LOT-036,C,L3,Day,Normal,Premium,S1,CH-02,470.96,2.359,105.08,1.635,,14.2,0.8888,0.9623,29.68,0
CHIP-00521,WAFER-00521,LOT-011,A,L1,Night,High_Speed,Advanced,S1,CH-01,480.43,2.53,111.53,1.443,37.34,13.4,0.8993,0.9862,30.46,0
CHIP-00522,WAFER-00522,LOT-036,B,L3,Night,Normal,Standard,S1,CH-04,518.24,2.475,129.81,1.401,28.33,20.6,0.9329,0.9767,26.5,0
CHIP-00523,WAFER-00523,LOT-002,B,L3,Day,Normal,Advanced,S1,CH-03,487.45,2.718,118.07,1.429,31.39,19.4,0.9124,0.9744,27.5,0
CHIP-00524,WAFER-00524,LOT-040,A,L1,Day,High_Speed,Standard,S3,CH-01,481.5,2.509,103.41,1.449,36.52,26.1,0.918,0.9996,33.16,0
CHIP-00525,WAFER-00525,LOT-023,A,L2,Day,High_Speed,Standard,S1,CH-02,461.43,2.299,,1.655,36.84,26.7,0.9283,0.9788,29.0,0
CHIP-00526,WAFER-00526,LOT-020,B,L2,Day,Normal,Advanced,S1,CH-04,474.02,2.274,118.64,1.56,40.37,21.7,0.9342,0.9911,29.3,0
CHIP-00527,WAFER-00527,LOT-016,A,L3,Day,High_Speed,Standard,S1,CH-03,487.21,2.133,123.17,1.494,35.25,26.5,0.909,0.9778,34.35,0
CHIP-00528,WAFER-00528,LOT-010,B,L1,Night,Normal,Standard,S1,CH-03,479.42,2.325,117.1,1.442,31.67,25.0,0.9539,0.9655,35.06,0
CHIP-00529,WAFER-00529,LOT-023,A,L2,Day,Normal,Standard,S1,CH-02,468.85,2.586,114.22,1.515,37.87,22.4,0.9675,0.9706,30.51,0
CHIP-00530,WAFER-00530,LOT-011,A,L2,Night,Normal,Standard,S1,CH-02,489.14,2.44,136.22,1.686,29.42,18.2,0.9536,0.9877,36.67,0
CHIP-00531,WAFER-00531,LOT-028,C,L2,Day,High_Speed,Premium,S1,CH-01,480.56,2.82,107.36,1.554,44.81,16.8,0.9475,0.9653,31.05,0
CHIP-00532,WAFER-00532,LOT-028,A,L3,Day,Normal,Standard,S2,CH-01,486.95,2.421,110.63,1.572,40.53,16.1,0.9385,0.977,29.86,0
CHIP-00533,WAFER-00533,LOT-010,A,L2,Day,Normal,Standard,S3,CH-02,484.98,2.524,108.03,1.533,34.83,16.7,0.9536,0.9827,34.22,0
CHIP-00534,WAFER-00534,LOT-017,A,L1,Day,Normal,Advanced,S1,CH-02,496.89,2.74,124.45,1.436,34.74,17.8,0.895,0.9716,25.16,0
CHIP-00535,WAFER-00535,LOT-020,A,L3,Night,Normal,Advanced,S2,CH-02,483.77,2.628,119.46,1.557,42.4,13.1,0.9705,0.9874,30.85,0
CHIP-00536,WAFER-00536,LOT-002,B,L1,Night,Normal,Advanced,S2,CH-01,496.27,2.788,109.28,1.584,30.36,14.6,0.9694,0.9502,30.61,0
CHIP-00537,WAFER-00537,LOT-028,C,L1,Day,Normal,Advanced,S1,CH-01,502.57,2.181,128.75,1.743,31.51,26.6,0.9335,0.9828,32.32,0
CHIP-00538,WAFER-00538,LOT-012,B,L1,Day,High_Speed,Advanced,S2,CH-03,459.78,2.528,118.0,1.709,35.46,19.1,,0.9743,35.48,0
CHIP-00539,WAFER-00539,LOT-037,A,L3,Day,Normal,Standard,S3,CH-02,503.02,2.368,139.41,1.482,26.45,18.7,0.9588,0.9724,29.61,0
CHIP-00540,WAFER-00540,LOT-014,A,L3,Day,Normal,Advanced,S1,CH-03,490.83,2.219,113.96,1.465,42.75,16.4,0.9195,0.9752,31.93,0
CHIP-00541,WAFER-00541,LOT-005,C,L3,Night,Normal,Premium,S1,CH-02,489.37,2.538,122.67,1.497,35.13,22.7,0.8943,0.9798,30.62,0
CHIP-00542,WAFER-00542,LOT-004,A,L1,Day,High_Speed,Advanced,S3,CH-02,489.31,2.139,112.47,1.512,31.46,26.6,,0.9798,28.71,0
CHIP-00543,WAFER-00543,LOT-024,A,L2,Day,Normal,Advanced,S1,CH-03,481.58,2.386,103.22,1.567,32.56,13.2,0.9174,0.9874,31.35,0
CHIP-00544,WAFER-00544,LOT-028,A,L2,Night,Normal,Premium,S2,CH-04,478.21,2.502,115.7,1.522,32.07,21.0,0.9477,0.9352,40.14,0
CHIP-00545,WAFER-00545,LOT-012,C,L2,Day,Normal,Standard,S2,CH-02,477.4,2.581,108.6,1.638,39.99,16.1,0.8905,0.9618,31.4,0
CHIP-00546,WAFER-00546,LOT-009,C,L1,Day,Normal,Premium,S3,CH-01,475.58,2.61,125.89,1.555,39.39,24.6,0.9493,0.9512,28.33,0
CHIP-00547,WAFER-00547,LOT-002,A,L1,Day,High_Speed,Advanced,S2,CH-04,475.54,2.534,117.72,1.457,33.1,13.9,0.9527,0.9828,29.61,0
CHIP-00548,WAFER-00548,LOT-028,A,L3,Night,Normal,Standard,S3,CH-03,485.12,2.641,118.16,1.733,40.22,16.2,0.9051,0.9739,34.08,0
CHIP-00549,WAFER-00549,LOT-027,C,L3,Night,Normal,Premium,S3,CH-02,471.88,2.98,130.03,1.648,33.22,16.9,0.9036,0.953,26.74,0
CHIP-00550,WAFER-00550,LOT-035,A,L1,Night,High_Speed,Advanced,S3,CH-04,503.68,2.488,115.36,1.514,40.45,11.2,0.9518,0.9505,29.96,0
CHIP-00551,WAFER-00551,LOT-018,B,L3,Day,Normal,Advanced,S1,CH-03,495.15,2.358,133.8,1.698,35.57,17.2,0.926,0.9639,25.29,0
CHIP-00552,WAFER-00552,LOT-008,C,L2,Night,Normal,Standard,S1,CH-02,487.32,2.602,120.01,1.407,34.77,13.5,0.9552,0.9776,28.48,0
CHIP-00553,WAFER-00553,LOT-012,A,L2,Day,Normal,Standard,S2,CH-04,480.43,2.209,130.44,1.606,30.15,27.1,0.9391,,36.21,0
CHIP-00554,WAFER-00554,LOT-032,B,L1,Day,High_Speed,Premium,S1,CH-03,472.12,2.438,117.47,1.374,36.06,23.4,0.858,0.9626,31.08,1
CHIP-00555,WAFER-00555,LOT-032,B,L3,Day,High_Speed,Premium,S2,CH-03,460.41,2.631,118.94,1.595,35.62,24.6,0.9684,0.9761,31.01,0
CHIP-00556,WAFER-00556,LOT-021,B,L1,Day,Normal,Standard,S1,CH-01,464.89,2.448,130.81,1.682,42.8,18.9,0.9162,0.9534,28.68,0
CHIP-00557,WAFER-00557,LOT-012,B,L3,Day,Normal,Standard,S1,CH-02,465.49,2.517,112.53,1.47,33.67,17.4,0.918,0.9756,29.68,0
CHIP-00558,WAFER-00558,LOT-019,B,L2,Night,Normal,Advanced,S1,CH-03,514.67,2.848,116.79,1.524,46.73,27.7,0.8933,0.9762,24.57,0
CHIP-00559,WAFER-00559,LOT-007,B,L1,Day,Normal,Standard,S2,CH-04,477.12,2.838,120.5,1.537,37.74,26.7,0.9348,0.9625,29.8,0
CHIP-00560,WAFER-00560,LOT-040,B,L1,Night,Normal,Advanced,S1,CH-02,481.14,2.542,122.45,1.401,32.02,23.8,0.9091,0.9723,36.29,0
CHIP-00561,WAFER-00561,LOT-005,A,L3,Day,Normal,Premium,S1,CH-02,480.07,2.43,115.68,1.431,42.86,24.2,0.9372,0.9955,30.53,0
CHIP-00562,WAFER-00562,LOT-001,A,L1,Day,Normal,Standard,S3,CH-04,487.67,2.438,124.83,1.599,37.47,12.4,0.9178,0.9545,27.33,0
CHIP-00563,WAFER-00563,LOT-011,A,L1,Night,Normal,Advanced,S3,CH-01,485.44,2.272,112.06,1.615,30.58,24.9,0.9167,0.9614,31.33,0
CHIP-00564,WAFER-00564,LOT-027,B,L2,Day,Normal,Advanced,S2,CH-03,481.82,2.238,115.73,1.653,40.37,17.1,0.9541,0.9661,34.37,0
CHIP-00565,WAFER-00565,LOT-029,B,L1,Day,High_Speed,Standard,S2,CH-03,476.15,2.313,,1.657,44.04,18.9,0.9284,0.9844,35.62,0
CHIP-00566,WAFER-00566,LOT-001,B,L2,Day,Normal,Advanced,S1,CH-02,506.14,2.498,115.35,1.577,42.64,24.4,0.9155,0.9678,32.03,0
CHIP-00567,WAFER-00567,LOT-029,B,L2,Night,High_Speed,Advanced,S1,CH-02,486.89,2.455,125.25,1.333,37.32,13.9,0.9218,0.9908,33.7,0
CHIP-00568,WAFER-00568,LOT-004,C,L1,Day,Normal,Premium,S2,CH-01,467.57,2.185,115.96,1.548,34.16,15.8,0.9335,0.9576,28.01,0
CHIP-00569,WAFER-00569,LOT-025,B,L2,Night,Normal,Advanced,S2,CH-02,481.64,2.453,118.07,1.775,43.61,24.9,0.9404,0.9456,33.71,1
CHIP-00570,WAFER-00570,LOT-016,C,L1,Day,Normal,Premium,S1,CH-03,474.77,2.637,121.31,1.478,40.64,16.0,0.9536,,31.09,0
CHIP-00571,WAFER-00571,LOT-010,A,L3,Day,High_Speed,Standard,S1,CH-01,455.15,2.543,121.27,1.421,40.97,21.2,0.8992,0.9723,28.78,0
CHIP-00572,WAFER-00572,LOT-030,C,L1,Night,High_Speed,Premium,S3,CH-03,474.98,2.499,114.22,1.308,42.79,18.4,0.9434,0.9556,33.05,0
CHIP-00573,WAFER-00573,LOT-029,B,L2,Day,Normal,Advanced,S1,CH-01,455.58,,120.3,1.572,40.43,14.6,0.9296,0.9733,31.34,0
CHIP-00574,WAFER-00574,LOT-028,C,L3,Day,Normal,Advanced,S2,CH-03,479.77,2.486,136.63,1.532,41.67,15.6,0.8882,0.982,36.37,0
CHIP-00575,WAFER-00575,LOT-004,C,L3,Day,Normal,Standard,S1,CH-04,467.51,2.224,118.79,1.516,40.81,19.9,0.9427,0.9691,24.13,0
CHIP-00576,WAFER-00576,LOT-040,A,L1,Day,Normal,Standard,S1,CH-03,494.43,2.506,119.56,1.52,32.68,25.4,0.9788,0.9811,32.75,0
CHIP-00577,WAFER-00577,LOT-024,C,L1,Day,Normal,Advanced,S2,CH-01,463.72,2.493,117.02,1.445,33.3,20.8,0.934,,31.68,0
CHIP-00578,WAFER-00578,LOT-010,B,L2,Day,High_Speed,Premium,S1,CH-03,475.14,2.422,112.73,1.529,30.11,20.2,0.9379,0.9757,30.95,0
CHIP-00579,WAFER-00579,LOT-007,C,L3,Day,Normal,Premium,S1,CH-01,485.0,2.459,120.44,1.596,37.88,28.3,0.9388,0.9831,35.62,0
CHIP-00580,WAFER-00580,LOT-003,B,L3,Day,High_Speed,Standard,S1,CH-03,478.25,2.746,107.39,1.427,39.56,20.0,0.9385,0.9687,34.05,0
CHIP-00581,WAFER-00581,LOT-038,A,L1,Night,Normal,Standard,S1,CH-04,461.28,2.5,127.53,1.421,45.62,16.7,0.9354,0.9566,34.57,0
CHIP-00582,WAFER-00582,LOT-033,C,L3,Night,Normal,Advanced,S3,CH-03,483.17,2.481,121.16,1.563,31.23,21.6,0.9226,0.957,29.65,0
CHIP-00583,WAFER-00583,LOT-024,A,L1,Day,Normal,Advanced,S3,CH-04,480.14,2.474,105.37,1.49,40.32,21.7,0.9664,0.999,29.58,0
CHIP-00584,WAFER-00584,LOT-006,B,L2,Day,High_Speed,Advanced,S1,CH-03,482.46,2.703,133.25,1.342,44.7,19.3,0.9041,0.958,29.04,0
CHIP-00585,WAFER-00585,LOT-020,A,L2,Day,Normal,Standard,S3,CH-01,484.12,2.485,124.17,1.709,40.74,18.1,0.9308,0.984,27.66,0
CHIP-00586,WAFER-00586,LOT-004,A,L1,Night,Normal,Standard,S1,CH-04,476.96,2.458,113.59,1.733,43.12,13.1,0.9474,0.9642,27.88,0
CHIP-00587,WAFER-00587,LOT-025,C,L3,Day,Normal,Standard,S1,CH-01,475.47,2.485,119.52,1.61,39.17,13.8,0.9625,0.9705,31.09,0
CHIP-00588,WAFER-00588,LOT-029,C,L3,Night,Normal,Advanced,S2,CH-04,472.18,2.688,105.69,1.564,37.39,21.9,0.9132,0.9642,29.99,0
CHIP-00589,WAFER-00589,LOT-028,C,L1,Day,Normal,Standard,S2,CH-04,495.65,2.49,125.15,1.433,47.51,26.6,0.9368,0.9709,23.13,0
CHIP-00590,WAFER-00590,LOT-037,C,L1,Day,Normal,Advanced,S3,CH-01,486.22,2.313,121.66,1.494,37.46,23.0,0.9096,1.0,36.06,0
CHIP-00591,WAFER-00591,LOT-038,B,L3,Day,High_Speed,Premium,S1,CH-01,491.96,2.867,121.0,1.523,37.13,16.0,0.954,0.9961,29.14,0
