wafer_id,etch_chamber_temp_avg,cmp_endpoint_thickness,thermal_anneal_temp_max,etch_endpoint_signal,wafer_edge_exclusion,etch_pressure_peak,cmp_pad_temp,deposition_uniformity_index,deposition_thickness_var,cleaning_dhf_concentration,deposition_rate_mean,implant_dose_total,litho_overlay_y,etch_chamber_temp_std,deposition_gas_flow_avg,litho_overlay_x,metrology_cd_mean,cmp_slurry_flow_rate,implant_beam_current,metrology_cd_uniformity,etch_rf_power_mean,cmp_polish_time,litho_exposure_time,deposition_chamber_pressure,litho_dose_avg,implant_tilt_angle,implant_energy_mean,cmp_pressure_avg,particle_count_post,litho_focus_offset,inspection_result
WH_0089,5.5964,16.067,9.5747,74.1222,448.2916,-5204.0,11.6833,0.0811,8.272,3.1415,0.5325,15.73,2.9644,49.4624,12.9845,13.7247,,4.5562,7.12,0.0196,-0.5677,2.7328,0.18,0.0711,0.0137,,1.607,15.71,356.1644,-0.0139999999999999,Pass
WH_0090,10.2109,29.7891,,63.2778,0.0,-5683.75,10.3981,0.0953,9.1502,2.7058,0.6956,15.79,4.0933,93.3333,8.3366,16.5962,,3.2999,7.25,0.0405,0.6623,7.2376,0.206,0.13,0.0191,5.1929,0.9176,15.8,134.8869,-0.0045,Pass
WH_0091,-1.5118,21.5118,8.2631,68.9778,,-6225.75,11.1794,0.0483,8.6439,4.1436,0.6802,15.9,4.2085,67.8967,19.7658,11.9724,,4.5381,9.34,0.0259,-0.7096,3.9804,0.1169999999999999,0.089,0.0195,5.7194,1.135,15.91,437.8601,-0.0068,Pass
WH_0092,-4.9336,24.9336,13.1686,67.4333,873.2026,-5731.5,11.777,0.038,8.7441,4.9339,0.6722,15.64,6.34615,67.6923,,6.4642,0.0,4.4772,7.29,0.0242,0.0,11.3571,0.083,0.0905,,6.9694,1.097,15.57,48.9834,-0.0081,Pass
WH_0093,-4.8873,24.8873,10.63,72.0444,952.1472,-5652.0,14.8089,,,6.2742,0.7223,15.87,6.34615,35.7143,13.0645,8.1951,0.0,,2.75,0.0252,-1.277,5.0475,0.105,0.0703,0.0295,5.1937,1.22,15.78,131.597,-0.0098,Pass
WH_0094,14.74037910870291,18.0755,21.6935,65.3778,,-5803.0,19.2142,0.0561,8.5459,5.756,0.7287,15.92,7.7789,54.9102,,10.3977,0.0,2.4874,6.76,0.0326146191746591,,1.763,,0.0483,0.0362,6.8691,1.338,15.99,71.5375,-0.0073509618191423,Fail
WH_0095,2.0318,17.9682,11.3293,72.3,0.0,-5193.25,12.4777,0.0327,8.7512,4.0174,0.8781,15.74,,23.7037,1.818,5.1253,0.0,1.8702,6.37,0.0227,0.6623,6.0169,0.068,0.0961,0.0295,7.8022,0.9885,15.77,443.1461,-0.0101,Pass
WH_0096,,18.0409,18.2024,70.7778,506.5031,-5662.25,14.5172,0.0066,8.5251,3.5577,0.7025,15.81,1.605,20.5674,9.3813,1.1705,0.0,2.9353,9.44,0.0172,0.7569,4.0709,0.015,0.0729,0.0074,6.7197,1.116,15.85,0.0,,Pass
WH_0097,4.1509,15.8491,13.9883,67.0556,587.3874,-5566.75,8.1915,0.0945,9.0622,3.5106,0.6755,15.79,6.34615,122.7273,19.8045,17.1637,0.0,2.0367,7.54,0.0285,0.2365,9.0229,0.223,0.0878,0.0295,6.7113,1.064,15.85,157.8947,,Pass
WH_0098,-0.2482,20.2482,9.8114,71.1333,,-5464.75,13.0656,0.1077,8.7073,3.2346,0.7639,,7.6595,30.2895,14.2392,17.5632,0.0,,7.98,0.0164,0.0473,2.4163,0.231,0.0616,0.0354,5.9776,1.031,15.72,229.2186,-0.0112,Pass
WH_0099,5.6155,14.3845,12.8793,72.3889,0.0,-6358.25,6.3697,0.0322,8.4891,3.2476,0.7873,15.78,6.34615,29.9137,,6.9778,0.0,2.8099,4.42,0.0208,-0.0473,2.5863,0.074,0.0676,0.0295,5.0686,1.376,,187.7333,-0.013,Pass
WH_0100,0.4264,19.5736,5.4712,70.5333,,-5092.25,7.7176,0.0604,8.7187,3.3131,0.7003,15.87,6.34615,73.253,9.7197,9.5906,0.0,2.3680000000000003,5.45,0.0196,-0.8042,3.4552,0.123,0.0645,0.0295,5.9246,1.229,15.87,0.0,-0.0104,Pass
WH_0101,7.1009,,12.8727,,0.0,-5070.75,8.2434,0.0816,9.0744,3.0156,0.6814,15.76,,54.1608,12.2553,14.1565,0.0,5.0903,6.07,0.0249,-0.5204,1.5404,0.18,0.0762,0.0295,5.9591,1.163,15.8,256.6735,-0.0089,Pass
WH_0102,20.81,19.19,7.6347,,0.0,-5307.75,,,8.6324,5.1023,0.7931,15.72,108.754,37.4269,,10.274,0.0,0.964,17.26,,0.0,3.7608,0.135,0.085,0.4914,5.1212,1.12,15.73,197.1143,-0.0107,Pass
WH_0103,15.2791,24.7209,15.2137,67.5889,0.0,-5384.75,11.6069,0.0953,9.1757,0.8502,0.6848,,53.6752,64.9215,32.1959,16.7523,0.0,4.8066,16.8,0.0346,0.7569,6.362,0.212,0.1302,0.25,5.3828,1.182,15.77,252.8541,-0.0096,Pass
WH_0104,0.0855,19.9145,10.9776,64.1,0.0,,6.5351,0.0517,9.2016,3.7999,0.7527,15.96,6.34615,77.6014,19.1422,12.0598,0.0,2.4622,10.63,,-0.9461,4.3553,0.119,0.0793,0.0295,,0.9554,15.95,106.8091,-0.0071,Pass
WH_0105,0.8827,19.1173,14.3064,74.2889,681.6143,-5570.25,12.3872,0.0561,8.3006,,0.8291,15.76,,87.7583,71.5377,10.0172,0.0,1.6417,10.61,0.0378,0.2838,3.9306,0.131,0.1347,0.0295,5.4597,0.9271,15.73,72.2772,,Pass
WH_0106,-0.45,20.45,9.5846,67.8778,893.4010000000001,-5966.75,46.5748,0.0898,8.7779,4.4133,0.5708,15.72,6.34615,37.3396,14.98,16.1892,0.0,1.5181,7.37,0.0223,-3.779,2.7785,0.2189999999999999,0.0705,0.0295,5.053,2.154,15.74,831.6547,-0.0107,Pass
WH_0107,27.6655,12.3345,,61.7667,0.0,-5609.5,9.8404,0.0398,9.3851,2.8691,0.7388,15.71,10.0733,101.4634,,9.6865,0.0,2.8822,5.63,0.0389,0.0473,3.4801,0.095,0.1558,0.0463,,1.026,15.76,55.5,-0.0051,Pass
WH_0108,4.7282,15.2718,10.5182,69.1111,,-5464.5,22.0514,0.1022,9.0447,3.4437,0.6957,15.82,6.34615,50.8728,17.1461,17.9477,0.0,2.8499,7.72,0.0242,0.0,3.403,,0.075,0.0295,6.9325,1.5930000000000002,15.86,170.9446,-0.01,Pass
WH_0109,21.343179108702916,31.4727,10.0836,69.4333,0.0,-5230.25,26.6718,0.0449,8.8287,,0.8187,15.79,6.3554,37.299,16.0742,7.4332,0.0,3.8968,11.86,0.0453146191746591,0.0,4.5775,0.096,0.0858,0.0302,5.9026,,15.83,148.5429,-0.0033509618191423,Fail
WH_0110,18.4,21.6,,67.8889,842.3529,-6271.0,5.1666,0.0581,8.5405,3.044,0.6755,15.79,5.8236,26.7658,20.494,14.1548,0.0,3.4506,13.22,0.0257,0.2365,4.2592,0.139,0.1087,0.0271,5.9202,1.064,15.85,722.1843,-0.0101,Pass
WH_0111,25.24677910870291,27.5691,9.4589,62.8333,0.0,-5495.75,7.7151,0.0705,9.2658,2.8827,0.7332,15.81,40.704,68.6627,15.6819,11.6408,0.0,1.7283,15.98,0.0337146191746591,,4.2667,0.152,0.0546,0.1832,5.3995,1.21,15.78,74.7126,-0.0018509618191423,Fail
WH_0112,2.8182,17.1818,,71.1444,0.0,-5418.75,23.6217,0.052,8.7164,6.1858,0.5768,15.69,6.34615,53.1915,12.8067,9.5963,0.0,3.6727,6.53,,0.0,8.1372,0.123,,0.0295,7.5769,1.541,15.67,,-0.0094,Pass
WH_0113,3.8873,16.1127,9.8718,74.3889,584.6154,,19.8771,0.0259,8.5508,3.7681,0.6289,15.55,6.34615,55.9322,9.7884,,0.0,2.9616,5.77,0.0291,-0.8988,6.002000000000001,0.063,0.1067,0.0295,5.0034,1.182,15.56,858.8832,-0.0118,Pass
WH_0114,-3.9045,23.9045,27.3461,71.6556,0.0,-5207.25,14.8255,0.0746,8.6149,4.5839,0.8264,15.86,8.3763,27.3504,18.1716,12.3537,0.0,6.221,,0.0638,0.0,,0.161,0.2357,0.0393,7.536,0.9744,15.84,173.1544,,Pass
WH_0115,3.2573,16.7427,10.4371,68.2,,-5290.5,12.702,0.0433,8.9979,2.692,0.7284,15.93,5.3928,68.0089,,7.9539,0.0,3.7127,4.33,0.0275,-0.1419,8.929,0.1,0.1234,0.0251,7.8759,1.135,15.98,555.3488,-0.0056,Pass
WH_0116,-0.9918,20.9918,5.8026,69.4111,0.0,-6316.75,14.0579,0.0427,,4.4369,0.8258,15.96,6.34615,,16.5029,10.2278,0.0,3.2684,4.72,0.0269,0.0,4.811,0.1009999999999999,0.0958,0.0295,5.7143,1.068,16.02,76.7327,-0.0086,Pass
WH_0117,-1.4609,21.4609,13.9275,74.7222,0.0,-5689.0,,0.083,8.3267,3.6769,0.7269,15.73,,38.6555,16.1011,,0.0,,,0.0156,-0.9461,5.1648,0.178,0.0542,0.0295,7.7137,1.13,15.73,0.0,-0.0119,Pass
WH_0118,0.3173,19.6827,11.9788,68.2444,0.0,,9.9639,0.0551,9.0402,4.9633,0.7069,,6.34615,32.2148,,9.9379,0.0,4.7096,8.88,0.0173,-0.3311,6.2674,0.124,0.0582,0.0295,7.6902,1.163,15.77,182.9703,-0.013,Pass
WH_0119,-0.2718,20.2718,10.4498,,,-5549.25,44.3303,0.0911,8.5615,6.4211,,15.61,3.9698,53.076,25.6275,17.2427,,1.5222,12.44,,0.0,4.875,0.222,0.0593,0.0185,,0.946,15.62,43.7926,-0.0104,Pass
WH_0120,-2.6673,22.6673,8.797,66.9,0.0,-5280.25,8.6738,0.0579999999999999,8.7812,3.7379,0.8207,15.94,5.1514,65.9039,,9.8188,0.0,,21.66,0.0237,0.2365,5.4719,0.126,0.0879,0.0238,5.6513,0.9602,15.95,44.0036,-0.0109,Pass
WH_0121,25.4427,14.5573,,65.2889,0.0,-6566.0,10.0975,0.0474,9.094,3.051,0.8376,15.88,48.1025,76.0181,21.9459,11.7403,0.0,2.8582,9.34,,0.8042,4.5303,0.113,0.0758,0.2188,,0.7947,15.87,115.1786,-0.0055,Pass
WH_0122,4.0555,,10.3349,71.6333,0.0,-5218.25,12.5521,0.0897,8.6074,7.6761,0.8216,15.78,6.34615,,19.3761,12.5973,,3.1631,8.75,0.0319,0.0473,8.1748,0.17,,0.0295,5.7105,1.144,15.78,417.6,-0.0084,Pass
WH_0123,1.7991,18.2009,,68.1333,509.5101,-6370.25,3.5791,0.0489,9.3335,5.6068,0.7611,15.9,31.6455,32.0388,17.3341,,0.0,3.1732,4.34,0.0262,0.4258,4.6176,0.113,,0.1441,,0.9838,15.95,50.4931,-0.0103,Pass
WH_0124,-1.02,21.02,5.1947,66.7889,0.0,-5528.5,24.2561,0.063,8.8356,6.5362,0.7644,15.68,,64.7727,25.569000000000003,11.592,0.0,1.9852,,0.0193,-2.458,1.1039,0.15,0.0783,0.0295,6.0894,1.083,15.6,67.4105,-0.0088,Pass
WH_0125,-5.6473,25.6473,13.4001,68.3,957.4803,-5226.5,15.2109,0.088,8.536,3.7443,0.6755,15.79,9.7529,26.8344,108.4455,16.1069,0.0,1.2363,9.04,0.0252,0.2365,1.8296,0.211,0.1026,0.0455,7.0767,1.064,15.85,0.0,-0.0119,Pass
WH_0126,5.5191,14.4809,22.0909,74.4333,,-6422.5,6.7731,0.0318,8.4891,,0.7873,15.78,6.34615,33.4786,4.2968,,0.0,7.2201,13.84,0.0257,,2.7782,0.074,0.108,0.0295,,1.376,15.8,165.7289,-0.0143,Pass
WH_0127,-3.9073,23.9073,11.9081,72.7556,589.899,-6247.0,5.8268,0.1109,9.152,1.8038,0.6595,15.74,,55.81399999999999,4.2235,41.1495,0.0,5.3102,10.23,0.0233,-0.0946,32.1402,0.247,0.077,,6.3454,1.461,15.77,230.6994,-0.0124,Pass
WH_0128,-0.1882,20.1882,,72.2778,962.6016,-5822.75,17.8266,0.0703,9.065,1.9148,0.655,15.72,6.34615,35.9788,24.4111,12.6799,,4.4974,6.27,0.0273,-0.9934,5.2152,0.163,0.106,0.0295,5.9,,15.72,160.0,-0.0094,Pass
WH_0129,-3.1227,23.1227,12.0701,67.4111,0.0,-5352.25,14.4425,,8.5862,4.627,0.6847,15.59,50.2935,45.9459,38.7634,17.9865,0.0,2.2872,7.02,0.0249,-0.1419,6.4223,0.226,0.0867,0.2223,5.5427,1.239,15.54,181.3237,-0.0111,Pass
WH_0130,15.68497910870291,17.1309,22.5395,72.5,0.0,-5575.0,15.9283,0.0777,,4.9397,0.8741,15.72,6.34615,244.2748,,13.1313,0.0,1.2142,14.29,0.0429146191746591,0.3784,1.5635,0.1689999999999999,0.0803,0.0295,6.8321,0.9365,15.73,115.2255,0.0060490381808576,Fail
WH_0131,-1.89,21.89,11.0276,71.4,0.0,-6351.25,,,8.4855,4.7711,0.7879,15.59,6.34615,78.8235,24.512,10.9896,0.0,1.5731,9.65,0.0232,0.2838,3.9294,0.108,0.0743,0.0295,5.8554,1.068,15.61,171.02200000000002,-0.0085,Pass
WH_0132,-0.3309,20.3309,9.2554,67.8111,465.625,-5658.25,13.7498,0.0805,8.7635,3.966,0.5662,15.8,6.34615,42.4178,9.0226,13.1777,0.0,4.5303,4.78,0.0169,-1.797,5.9583,0.175,0.0768,0.0295,5.7652,1.834,15.8,320.2952,-0.0118,Pass
WH_0133,15.398579108702911,37.4173,4.4981,70.1889,0.0,-5384.25,15.2296,0.0736,9.4832,2.0991,0.8434,15.76,27.8511,111.7043,14.6024,11.7188,,1.6498,12.19,0.0594146191746591,,6.8077,0.15,0.1519,0.1309,5.2221,0.8893,15.8,141.1972,-0.0016509618191423,Fail
WH_0134,22.1827,17.8173,11.9719,68.2,938.1818,-6528.5,13.6479,0.0452,8.5405,2.6719,,15.85,5.6091,64.7975,12.2269,10.4241,0.0,6.5375,12.74,0.0331,-0.9934,3.867,0.102,0.1308,0.0262,5.2143,1.267,15.89,58.2834,-0.008,Pass
WH_0135,-0.2173,20.2173,18.3341,68.6556,0.0,-6214.5,10.6203,0.0682,8.8505,5.3404,0.6421,15.46,4.9421,47.8571,23.1536,,0.0,4.3367,4.47,0.0273,0.2838,4.3794,0.166,,0.023,5.4296,1.314,,148.3175,-0.0139999999999999,Pass
WH_0136,17.9782,22.0218,11.9705,66.2556,818.8235,-5228.25,17.195,0.092,8.5218,3.3668,0.6890000000000001,15.85,7.1084,57.0629,19.9763,,0.0,2.1971,11.68,0.0183,0.5204,4.6702,0.203,0.0726,0.0328,5.0783,1.177,15.84,269.4639,-0.0089,Pass
WH_0137,3.3882,16.6118,14.1852,,667.5269,-5490.5,19.3243,0.0418,9.7137,,0.8336,15.89,5.6947,54.9865,12.6238,7.3437,0.0,1.7891,5.79,0.022,-2.789,4.0724,0.094,0.0809,0.0265,6.1193,1.026,15.78,400.9456,-0.0093,Pass
WH_0138,0.6573,19.3427,12.7669,,702.0408,-5498.75,13.2576,0.0564,8.5298,5.3243,0.7772,16.03,4.5618,42.9161,10.9956,10.3715,0.0,2.7093,10.72,,0.2838,3.882,,0.0886,0.0212,7.7816,1.286,16.07,128.6385,-0.0091,Pass
WH_0139,-6.6464,,12.3369,70.9778,549.0617,-5441.25,5.6053,0.0448,8.8215,3.4088,,15.94,6.34615,42.2222,10.6917,7.9556,0.0,1.6454,6.96,0.0168,-0.2365,,,0.068,,6.035,1.087,15.96,262.8734,-0.009,Pass
WH_0140,-6.4836,26.4836,7.8702,64.8,0.0,-5491.5,12.0732,0.0594,8.6942,4.6885,0.7859999999999999,15.7,6.34615,,17.4908,10.458,0.0,1.5027,5.94,0.0106,0.7569,,0.133,0.0319,0.0295,4.1415,0.894,15.68,115.4412,-0.0054,Pass
WH_0141,,29.0045,6.1852,67.4889,0.0,-5633.25,14.0061,0.0355,8.6013,,0.6586,15.77,7.1397,64.6204,17.3601,6.2156,0.0,1.1566,13.97,0.0496146191746591,-0.0473,4.6315,0.079,0.0993,0.0334,,1.239,15.75,86.9076,-0.0032509618191423,Fail
WH_0142,-1.3073,21.3073,11.7529,71.4444,680.2721,,29.1518,0.0416,8.2638,6.2393,0.7488,15.52,6.34615,57.8313,,6.6091,0.0,3.4599,7.16,0.0254,0.0,5.8228,0.088,,0.0295,6.2418,1.021,15.51,103.599,-0.0073,Pass
WH_0143,33.64947910870291,,13.2278,69.0667,0.0,-6057.25,33.2989,0.0983,,2.4328,0.838,15.94,16.3993,98.9474,23.2273,17.7778,0.0,3.1548,11.39,0.0440146191746591,0.5677,3.3579,0.228,0.0794,0.0769,5.3134,1.187,,282.8157,-0.0003509618191423,Fail
WH_0144,-3.1827,23.1827,21.094,74.5889,0.0,-5418.25,21.5199,0.0926,8.2963,3.4792,0.6567,15.71,6.34615,51.1082,14.8287,17.109,0.0,1.9894,6.33,0.0121,0.0,8.7793,,,0.0295,7.2913,1.465,15.73,176.3359,-0.0096,Pass
WH_0145,-1.9909,21.9909,8.4597,71.5444,996.7213,-5387.5,6.8306,0.0512,8.6706,3.6117,0.7884,15.91,17.4688,40.0891,13.4146,9.7943,0.0,1.0487,17.45,,0.3311,4.1132,0.125,,0.08,6.0443,1.04,15.95,,-0.0112,Pass
WH_0146,3.2182,,15.4609,67.7667,439.9299,-6270.5,7.5752,0.0355,8.4092,,0.752,15.84,6.34615,87.4751,20.3436,8.4827,,3.0483,7.51,0.0403,0.4258,3.1822,0.084,0.1729,0.0295,5.3185,1.39,15.67,117.7896,-0.0063,Pass
WH_0147,-5.2427,25.2427,18.6424,74.9556,,-5439.25,11.9318,0.038,8.8097,3.6475,0.7202,15.88,6.34615,34.8936,3.7795,6.0083,0.0,2.2592,11.65,0.0167,-0.615,5.6183,0.08,0.055,0.0295,7.017,1.338,15.84,296.8523,-0.0118,Pass
WH_0148,3.8936,16.1064,,67.4,0.0,-6295.75,8.6725,0.0424,8.8505,3.044,0.6755,15.79,11.9924,72.8713,21.9344,10.3166,,1.2882,7.24,,0.2365,4.6365,0.1009999999999999,0.1978,0.0555,5.0725,1.064,15.85,820.7547,-0.0126,Pass
WH_0149,38.34407910870291,14.4718,20.1661,,0.0,-6511.5,6.7266,0.0547,,6.379,0.8123,15.88,17.149,65.3061,24.936,,0.0,3.1693,7.93,0.0422146191746591,0.0,4.5563,0.13,0.0968,0.0801,5.0178,0.8987,15.91,127.2031,-0.0022509618191423,Fail
WH_0150,-3.2255,23.2255,,68.5667,0.0,-5283.0,6.0761,0.0549,8.597999999999999,4.2736,0.7932,15.83,6.34615,50.9417,20.2744,,0.0,3.5644,5.58,0.0183,-2.505,9.8181,0.128,0.0783,,5.9209,1.319,15.73,182.0643,-0.0139,Pass
WH_0151,-7.0082,27.0082,11.9271,71.0667,391.4081,-5303.0,7.9766,0.0412,8.5298,4.3532,0.8568,,6.34615,48.1416,11.2859,7.4839,0.0,2.5096,11.94,,-1.939,5.702999999999999,0.096,0.1083,,5.93,0.9649,15.69,145.1486,-0.0141,Pass
WH_0152,1.2836,18.7164,12.4915,70.6889,0.0,-6279.0,6.6412,,9.7836,3.5295,0.7232,15.95,6.3419,,16.3817,11.6714,0.0,4.8812,18.96,0.0319,-0.5204,,0.114,0.1331,0.0293,7.2355,1.4469999999999998,15.97,47.2063,-0.012,Pass
WH_0153,0.7827,19.2173,30.7493,68.9,0.0,-6189.75,46.3185,0.0692,,4.0412,0.5882,15.75,11.9365,,16.5913,12.0032,0.0,2.0561,9.7,0.0149,-3.591,6.2469,0.151,0.0609,0.0563,6.1941,1.744,15.7,832.2034,-0.0114,Pass
WH_0154,5.1773,14.8227,8.874,73.3,0.0,,6.9247,0.0472,8.2638,3.2613,0.7639,15.67,6.34615,60.1002,24.1722,8.2024,0.0,2.6641,7.24,0.0247,0.0473,4.4572,0.107,0.0861,,5.8757,1.031,15.72,229.4278,-0.0075,Pass
WH_0155,0.2055,19.7945,13.5144,,0.0,-6371.0,13.5301,,8.8043,5.1657,0.6887,15.74,4.637,61.9565,34.5451,15.6883,0.0,2.4311,5.72,0.0213,-0.0473,5.101,0.155,0.073,0.0212,6.8171,1.078,15.75,551.8797,-0.0092,Pass
WH_0156,6.2636,13.7364,11.8523,72.3667,0.0,-5673.5,6.9093,0.093,9.7571,3.958,,15.87,6.34615,29.2571,28.9509,15.1377,0.0,2.7019,12.96,0.0186,-1.277,0.3017,,0.0687,0.0295,7.2888,,15.78,361.824,-0.0109,Pass
WH_0157,-3.09,23.09,13.2326,67.2444,462.3853,-5595.75,14.6718,0.0302,8.536,3.042,0.6469,15.81,2.7931,,9.5366,4.316,0.0,3.8606,6.64,0.0228,-0.2838,4.2797,,0.0745,0.0129,6.9241,1.1909999999999998,15.84,78.1784,-0.0131,Pass
WH_0158,14.76407910870291,38.0518,12.0968,,781.8182,-5410.5,16.8007,0.0868,8.5687,3.4617,0.8217,15.77,3.6093,91.9861,14.5779,14.1928,0.0,4.2787,13.53,0.0571146191746591,0.0,4.1761,0.18,0.1212,0.0167,5.8213,1.248,15.73,196.2134,-0.0027509618191423,Fail
WH_0159,1.7909,18.2091,10.4581,70.0222,908.5174,-5224.25,11.4658,0.1018,,5.0567,0.6778,15.95,,34.0645,28.8889,16.1771,0.0,4.4678,7.74,0.0226,0.5204,7.7039,0.201,0.0709,0.0295,7.3295,1.144,16.01,54.0752,-0.0097,Pass
WH_0160,-1.7155,21.7155,,70.1333,0.0,-5471.75,11.8426,0.0579999999999999,8.8519,5.6241,0.5833,15.74,6.34615,35.1531,34.9032,9.9782,0.0,1.3044,6.3,0.0222,,4.6662,0.126,0.0768,0.0295,5.4893,2.022,15.7,117.9625,-0.0094,Pass
WH_0161,3.7136,16.2864,6.5806,73.6889,0.0,-5329.75,22.5151,0.0859,8.2345,3.0267,0.821,15.78,,,24.3785,14.7235,0.0,3.4228,5.48,0.0189,1.419,8.9377,0.191,0.0841,0.0295,5.6708,0.7048,15.75,64.7811,-0.0107,Pass
WH_0162,4.1655,15.8345,10.6387,74.4444,0.0,-5657.5,,0.0336,8.8889,4.6809,0.809,15.81,6.34615,39.96,33.1552,,0.0,2.4851,5.93,0.0229,-3.025,2.15,0.079,0.0842,0.0295,5.7059,1.1909999999999998,15.7,235.2941,-0.0125,Pass
WH_0163,-0.9364,20.9364,7.1584,71.8,319.598,-5977.25,15.4753,0.0816,8.5851,2.8249,0.7822,15.79,6.34615,25.3365,27.6255,14.3617,0.0,1.8491,4.38,0.017,-2.222,6.5623,0.1889999999999999,0.0703,0.0295,6.5571,0.9602,15.73,56.9813,-0.0158,Pass
WH_0164,6.6827,13.3173,12.7414,71.0333,787.4016,-5505.5,14.8215,0.0678,,,0.7217,15.79,6.34615,59.4059,9.5578,11.8804,0.0,1.7146,8.02,0.0247,-0.4258,1.6418,0.154,0.0963,0.0295,6.2277,1.475,15.8,110.3006,-0.0101,Pass
WH_0165,0.1664,19.8336,,67.1222,291.3024,-5472.75,25.5813,0.0775,9.2047,3.7253,0.7586,15.91,3.1987,41.9251,16.8915,12.6539,0.0,3.8244,12.37,,-0.5204,8.0493,0.1669999999999999,0.1003,0.0148,6.832999999999999,1.239,15.89,176.9057,-0.0117,Pass
WH_0166,-1.8809,21.8809,7.8657,68.7889,0.0,-5733.0,18.8732,0.0379,9.0744,5.4691,0.6814,15.76,6.34615,46.4122,20.3981,,,3.0492,3.4,0.0233,-0.5204,3.2192,0.0819999999999999,0.0714,0.0295,3.2548,1.163,15.8,205.9676,-0.0082,Pass
WH_0167,4.4091,15.5909,12.3399,67.2667,472.7638,-6326.25,8.0616,0.0487,8.531,3.3922,0.7931,15.72,11.8231,71.1744,18.2542,10.5318,,4.795,9.98,0.0149,0.0,4.3771,0.102,0.0448,0.0557,5.9585,1.12,15.73,162.467,-0.0069999999999999,Pass
WH_0168,-3.7245,23.7245,14.4588,69.8778,0.0,-6194.0,9.8321,0.0554,8.1605,3.9049,0.6567,,6.34615,40.2721,18.4259,11.7508,0.0,5.8685,7.31,0.0307,0.0,4.2716,0.124,0.1049,0.0295,8.1594,1.465,15.73,229.8246,-0.0092,Pass
WH_0169,-3.4618,23.4618,7.5882,74.1444,0.0,,19.2844,0.0958,8.3808,5.0229,0.8741,15.72,,44.4886,16.8841,17.2094,0.0,1.2948,3.5,0.024,0.3784,4.5495,0.218,0.087,0.0295,6.2287,,15.73,58.8064,-0.0126,Pass
WH_0170,1.4727,18.5273,9.6187,65.0778,0.0,-5368.75,12.4051,0.0472,9.0606,3.9579,0.7965,15.89,9.4361,42.9119,98.6803,6.6991,0.0,3.6443,8.25,0.016,-0.4258,8.2185,0.086,0.0501,0.0436,4.5335,0.9318,,273.5547,-0.013,Pass
WH_0171,28.76857910870291,24.0473,11.1713,63.6,769.2308,,171.6735,0.4374,9.1784,2.5523,0.7382,15.78,6.3504,31.6049,140.2004,136.3324,0.0,134.0533,5.36,0.0587146191746591,-0.615,134.0279,0.894,0.1326,0.0297,6.4035,1.05,15.71,99.1575,-0.0056509618191423,Fail
WH_0172,2.5964,17.4036,8.5238,68.9333,0.0,-5879.75,20.6812,0.022,8.658999999999999,4.0799,0.8217,15.77,3.0271,66.9951,28.9715,3.6986,0.0,2.8284,9.01,0.0222,0.0,4.978,0.047,0.0787,0.0141,4.6901,1.248,15.73,186.9724,-0.0076,Pass
WH_0173,16.043179108702912,16.7727,,65.8,0.0,-4961.25,64.5805,0.0596,8.6068,3.5612,0.6879,15.72,4.9195,87.4172,,9.5665,0.0,2.9761,9.33,0.0442146191746591,-1.135,2.1055,0.128,0.1097,0.0228,5.7088,1.182,15.73,381.5707,-0.0031509618191423,Fail
WH_0174,17.5473,22.4527,11.0027,66.8889,642.3077,-6010.25,34.2415,0.0248,8.9336,3.7838,0.8139,,20.9069,78.7062,19.959,6.6372,0.0,3.1142,6.38,,-0.0473,2.025,0.06,0.1412,0.0974,4.6263,0.6055,15.93,128.3237,-0.0093,Pass
WH_0175,,17.1382,,69.8,769.378,-5538.75,14.209,0.0284,8.77,,0.8318,15.86,4.8114,65.0177,8.0938,5.2374,0.0,2.2628,9.17,0.0255,-0.4731,3.562,0.067,0.0796,0.0222,6.549,0.9176,15.88,362.5,-0.0071,Pass
WH_0176,0.1891,19.8109,7.2371,69.3111,917.9283,-6466.0,5.0727,0.0514,8.658999999999999,2.0921,0.6786,15.94,4.6043,42.6117,24.1427,12.7389,0.0,3.5287,8.33,0.0273,-0.5677,3.9278,0.125,0.0953,0.0213,4.3233,1.418,15.99,131.083,-0.0146,Pass
WH_0177,3.0982,16.9018,7.3841,67.9778,0.0,-5548.25,8.7235,0.0884,,2.8016,0.8349,15.84,9.3272,25.3968,15.5171,13.9335,0.0,3.758,7.05,0.0192,-2.647,4.69,0.178,0.0688,0.0435,6.0793,1.182,15.82,0.0,-0.0126,Pass
WH_0178,-1.4409,21.4409,5.37,70.8222,0.0,-5523.25,23.5912,0.0846,,3.8392,0.8318,15.77,11.1269,44.3051,27.3308,14.099,0.0,1.1096,3.87,0.016,-2.175,8.5651,0.178,0.0682,0.0518,5.2888,0.9318,15.71,65.3386,-0.012,Pass
WH_0179,2.4218,17.5782,12.869000000000002,69.5222,0.0,-6313.5,37.5544,,8.5862,5.4847,0.6879,15.72,26.0231,41.7391,16.1416,13.4925,0.0,0.8929,8.38,0.0232,-1.135,,0.178,0.088,0.1122,5.6986,1.182,15.73,259.4982,-0.0086,Pass
WH_0180,15.94947910870291,16.8664,11.6591,70.0444,0.0,-5486.5,16.5862,0.0716,,5.705,0.7182,16.07,,53.2258,,12.6922,0.0,3.0675,6.31,0.0726146191746591,-1.83,3.5919,0.161,0.2274,,4.8532,1.757,16.09,281.7691,-0.0017509618191423,Fail
